session_num;query_num;click_item;rec_list;purchase
232;20816;74933;74933,27771,64599,75611,23659,55241,23661,4144,34167,34290,130558,12208,157275,18824,133133,35534,13189,162407,26728; 0
232;20925;13189;74933,64599,33273,23659,55241,23661,4144,34167,34290,12208,157275,18824,133133,13189,162407; 0
233;236;34592;80433,69683,37448,49622,180573,96076,248083,115291,2394,172358,17375,85590,118158,11016,43365,14973,34066,34592,5071,6200; 0
234;237;13749;176,16461,1914,9409,31913,32134,9667,88887,35879,13749,36285; 0
234;21000;88887;176,16461,1914,9409,31913,32134,9667,88887,35879,13749,36285; 0
236;239;34093;82667,8756,50239,31321,82691,71953,1331,50254,1371,50338,191814,85528,42605,90915,34093,4418,4785,19399,36608,36621; 0
236;10603;8756;82667,8756,50239,31321,82691,71953,1331,50254,191814,180726,32256,85528,42605,34093,19399; 0
236;10631;82691;82667,8756,50239,31321,82691,71953,1331,50254,1371,50338,191814,85528,42605,90915,34093,4418,4785,19399,36608,36621; 0
236;10636;34093;82667,8756,50239,31321,82691,71953,1331,50254,1371,50338,191814,85528,42605,90915,34093,4418,4785,19399,36608,36621; 0
236;10687;42605;82667,8756,50239,31321,82691,71953,1331,50254,1371,50338,191814,85528,42605,90915,34093,4418,4785,19399,36608,36621; 0
236;154377;28367;21115,49118,915,38701,1188,15978,50079,31248,61010,95184,26731,71942,61771,16852,17029,84832,63390,85433,33008,42482,17415,53328,125224,160109,75611,118899,270517,23180,270518,3535,65068,160150,33556,43530,270594,75962,28088,28089,181073,86752,28266,23542,87188,195674,34117,44419,44420,28367,4137,355065,66101,28376,18194,18196,160430,4796,149523,125705,201537,35147,29059,78860,165993,211654,29060,130761,275698,24499,293340,247622,135730,181418,89609,35198,68398,166087,436573,194301,57727,35722,24896,131020,5881,151482,175502,35811,151471,133433,227814,470714,20138; 0
236;285190;355065;21115,49118,915,38701,1188,15978,50079,31248,61010,95184,26731,71942,61771,16852,17029,84832,63390,85433,33008,42482,17415,53328,125224,160109,75611,118899,270517,23180,270518,3535,65068,160150,33556,43530,270594,75962,28088,28089,181073,86752,28266,23542,87188,195674,34117,44419,44420,28367,4137,355065,66101,28376,18194,18196,160430,4796,149523,125705,201537,35147,29059,78860,165993,211654,29060,130761,275698,24499,293340,247622,135730,181418,89609,35198,68398,166087,436573,194301,57727,35722,24896,131020,5881,151482,175502,35811,151471,133433,227814,470714,20138; 0
236;946267;34093;95117,82667,153149,21549,95202,95205,8756,50239,31321,206744,95223,82691,39471,211086,1329,95226,71953,21558,1331,50254,111901,50919,191814,132208,9601,73304,176494,180726,32256,374706,115377,98692,209409,85528,329808,22872,42605,42613,27813,42647,17450,10662,23208,33619,102686,86610,11419,76498,120955,11605,44394,178388,34093,132806,4118,87471,125469,163790,463768,333211,120977,132807,11611,167460,141013,34103,104310,18177,11646,284278,105243,132879,202946,141565,18522,232657,251199,141722,12199,162212,173073,173113,167848,537315,19399,160735,210762,143855,151460,131019,414574,133516,232943,19942,14232,14231,36568,164438,79807,36621,14290,6674,203349,197580,19981,126406,14234,128905,171499,25551,171501,6955,196201,164497,133760,391358,128910,36840,172323,180183,162638,58377; 0
238;241;13281;68531,35714,5763,46934,35713,35709,13281,35711,89937,35710,46935,13280,68530,79360,5767,5780,46941,24820,35717,175482; 0
238;41076;57717;68531,35714,46934,35709,5766,13281,35711,35710,57717,46935,13280,68530,79360,5767,5780,46941,24820,35717,35715,175482; 0
239;242;34192;15015,48286,7705,364,59592,9143,9287,84270,52363,10122,10229,63740,10405,32954,34192,173077,19129,5843,36150,47297; 0
239;343914;47363;30037,15015,80456,30226,218,59592,20941,20950,516,20967,81814,21433,50409,16164,26798,50869,9143,145938,9287,9291,9502,84270,165237,127412,52363,22508,74055,52500,10122,10193,10199,10229,63740,85377,139609,53053,10405,32954,10582,174673,130068,27844,33218,23023,11667,11670,188888,176985,34985,13121,79817,33366,43936,11385,43999,65856,34192,23727,11796,4374,87996,28517,128015,23926,24163,67377,128186,4916,173077,12595,198773,35421,13016,135822,189906,130868,46749,19129,46786,135915,5843,5841,57753,128613,36150,13761,25270,79709,47297,36364,58133,14003,58137,14158,180134,136275,47363; 0
240;243;2176;69867,7801,7922,48830,8139,71236,1481,72928,2022,84091,2176,10382,3676,58695,44142,34527,5853,25109,19824,58621; 0
240;465581;16952;30036,59011,69867,20710,7801,7922,30515,15425,48830,48873,8028,21031,8139,30737,708,30849,30879,30890,30947,71236,8386,1299,1419,203782,21991,83603,72831,16480,31857,51269,2022,31999,2128,84091,9659,2176,2237,22297,73775,22410,16952,41634,10187,22642,74666,85412,85467,53214,17357,10559,3204,3205,3220,3250,118086,10917,3676,34352,4753,45583,12436,12841,157846,25243,36337,25484,7182,124060,58695,3439,102245,11055,11056,65151,23271,3648,75932,67249,54803,11402,11430,3982,55010,4040,11524,11647,104999,23785,87893,121918,105411,34527,163911,66819,88224,12769,66878,56115,12113,45307,12223,133052,18722,4859,88876,78403,12489,162271,5032,46189,89330,35099,24425,5353,394817,5465,175405,89791,79194,234900,35446,170513,68434,13223,5855,5853,128538,135975,128537,13574,133501,57864,13572,13573,13584,13583,25006,136084,25077,6174,29556,36100,13689,13722,47150,126247,13747,6238,128659,25109,6240,36181,36192,204799,19803,90276,47285,166252,36371,6488,6500,36584,14122,79766,47409,36571,14109,171393,379115,47364,14222,6599,14305,47412,14328,164457,36707,14362,36949,204920,90657,171584,164575,80102,20272,7187,131487,47693,14700,173604,20260,20355,131566,58621,204983,398404,383228,385564; 0
241;244;36602;7776,1781,1821,114857,10263,380838,10691,13514,126709,10858,33404,18548,67789,5132,79178,90349,68976,36451,36602,375969; 0
241;481941;6848;9074,9103,72561,72562,83447,1802,2034,2820,32834,10844,33363,54344,43616,3726,4099,34157,18208,4185,4565,12086,34614,34641,34692,56433,45730,4991,12528,67698,35010,5045,89212,57162,5152,5153,68032,12736,5232,46632,57465,79064,35260,12809,19005,157732,79081,12953,35368,35403,13021,5485,13042,13043,79243,5582,5598,5643,35598,5683,79341,5723,5724,46907,13256,46942,5828,13326,13329,35776,57748,5827,5891,13414,47002,47004,19479,13520,6006,57835,126172,6032,13557,47070,47069,6061,35981,79520,35980,79519,6080,35997,6078,79526,13620,36031,6135,6158,6159,36082,36083,13663,36094,13748,6248,36146,36155,57991,6308,6307,13805,13804,13806,36202,47196,90188,79659,36266,6372,79662,58054,36271,36272,13930,13931,90248,6460,36358,79710,47296,14001,36363,90306,19831,90311,79718,6510,14026,68955,36411,36412,36410,25312,14082,6723,14124,36586,14123,14280,58240,14228,14218,6749,79809,36550,6762,36613,14299,36706,6848,36768,79894,69167,14441,79911,6943,36809,14444,14446,7100,14648,7122,126566,58464,131505,14721,47708,7208,14758,69383,7300,14889,14890,14891,90787,14894,58636,58637,14896,14895,7398,14913,25833,14934,58677,20432,131616,25911,176017,176018,375966; 0
242;245;78211;16928,16930,32418,86137,17624,165503,244755,141971,157109,78211,162219,167659,135573,165908,165932,18846,381983,376523,380737,380243; 0
242;46706;78211;16928,16930,32418,86137,17624,165503,244755,141971,157109,78211,162219,167659,135573,165908,165932,18846,381983,376523,380737,380243; 0
244;247;15642;7573,7685,15642,9338,51438,83923,2717,32823,32902,10427,74790,27893,20498,3476,66997,30882,35366,35626,35879,8008; 0
245;248;12319;8158,8226,16459,21996,1839,97537,2103,32665,52745,10450,12319,34968,17938,4950,44737,34972,89725; 0
246;249;34677;20675,59258,15394,109705,30688,16652,73994,85469,11250,23406,65697,6142,6450,23323,65921,11671,34677,35227,35589,36336; 1
246;46643;34677;20675,59258,15394,109705,30688,16652,73994,85469,11250,23406,65697,6142,6450,23323,65921,11671,34677,35227,35589,36336; 1
248;251;13558;768,15654,8644,50472,3253,33228,35015,7482,7483,3866,12856,19072,12953,35380,5413,5423,13326,6033,13558,13557; 0
248;20659;13326;768,15654,8644,50472,3253,33228,35015,7482,7483,3866,12856,19072,12953,35380,5413,5423,13326,6033,13558,13557; 0
248;20964;13326;768,15654,8644,50472,3253,33228,35015,7482,7483,3866,12856,19072,12953,35380,5413,5423,13326,6033,13558,13557; 0
249;252;11881;707,51125,51250,40986,9667,2717,32902,22900,224959,3912,351501,11881,207608,35366,46865,435078,13851,58056,79717,14082; 0
250;253;20748;20692,249,80761,59230,20748,7705,48546,606,60213,60946,32174,84228,10008,116356,17568,6283,75465,35106,7695,35749; 0
250;4853;41781;7537,283540,62712,22470,84873,41781,422948,79746,123993,26767,140203,18270,11816,89333,35746,180085; 0
250;21103;5986;20692,249,30258,80761,80762,20748,7705,48546,606,60946,84228,10008,116356,32832,6283,75465,18126,35106,7695,5986; 0
250;21268;84873;7537,283540,62712,22470,84873,41781,422948,79746,123993,26767,140203,18270,11816,89333,35746,180085; 0
253;256;13545;59203,37712,129760,84469,2623,2866,74840,11123,34351,18777,35050,13831,18228,34216,88485,5285,57688,19405,13545,180225; 0
255;258;645;30378,645,8270,9287,9291,22008,32614,32656,10349,117339,27859,34763,35015,4409,67789,46293,5132,46805,46871,6221; 0
255;774225;10858;70091,48631,81044,30442,7888,7889,7890,7891,7892,37797,70370,596,8056,70786,21144,30981,1114,39090,1380,1489,40464,40580,83749,40593,62251,9515,9578,84218,32255,52129,84654,41515,17070,10140,74202,52564,84924,22581,63698,10263,100324,10301,63805,42187,10454,10485,100964,64067,10691,178207,33263,10858,33404,3532,3596,54146,54281,43979,54813,44119,23682,18216,4178,44496,66477,4442,34494,11983,149297,12124,128093,77839,130571,67288,88761,88788,35109,78768,89379,5132,18956,57332,46840,135977,166130,89984,151458,19597,6251,136155,6250,13757,36451,171435,47373,36602,128833,36601,90427,14273,180147,197589,6779,20014,131314,69099,131365,232996,14605,80021,7086,14609,126591,164580,481042,422816,69337,14687,171582,20252,384153,395673,133839,133868,136535; 0
257;260;62441;707,51125,62441,40986,9667,32206,2717,32902,101058,22900,54901,33919,87342,3384,33947,125640,45451,5213,35366,175659; 0
257;20753;33919;707,979,26588,83540,62441,32206,22974,54901,33919,87342,23240,11144,54695,33947,125640,67792,35126,5213,29383,175659; 0
257;20811;707;707,51125,62441,40986,9667,32206,2717,32902,101058,22900,54901,33919,87342,3384,33947,125640,45451,5213,35366,175659; 0
257;20834;707;707,51125,62441,40986,9667,32206,2717,32902,101058,22900,54901,33919,87342,3384,33947,125640,45451,5213,35366,175659; 0
257;20860;33919;707,51125,62441,40986,9667,32206,2717,32902,101058,22900,54901,33919,87342,3384,33947,125640,45451,5213,35366,175659; 0
260;263;25274;30328,7996,673,50294,31420,8985,22089,73067,16652,32401,32570,85469,24546,6142,25274,7481,47917,65921,12303,12856; 0
261;264;80424;7533,80417,30067,58851,20577,173748,15082,80424,58858,15107,171740,2856,33312,33475,456223; 0
262;265;1296;30651,39403,1296,72407,16297,1601,61856,40421,22099,9785,73719,124958,134790,32598,84097,54236,76439,11649,89296,190298; 0
262;10941;39403;30651,39403,1296,72407,16297,1601,61856,40421,22099,9785,73719,124958,134790,32598,84097,54236,76439,11649,89296,190298; 0
263;266;126879;70555,49082,126879,71236,39033,63529,10217,170406,33070,3274,3277,151823,28015,86630,125605,170919,297386,79117,171187,196086; 0
265;268;88444;16053,96590,9260,52264,2860,11236,66678,4434,88444,45908,78355,13400,5929,6109,128723,197580,14247,6909,25683,90797; 0
269;272;74476;37381,124578,195024,1371,50338,1644,63420,32704,74476,3048,10544,174695,90915,147707,140184,43409,4418,4785,13426,36608; 0
270;273;37583;30135,59081,37583,164771,93042,49143,21412,9338,40986,32902,27893,69544,3476,43298,35366,35879,13749,36182,21466,376977; 0
270;81490;252535;196336,58989,15153,59000,48162,80579,91373,59022,59023,148,252029,91398,200567,91399,200568,235430,91400,196337,59028,30166,80594,181918,181919,91401,59081,91495,108269,133996,80710,7740,108662,199199,37583,164771,70077,197737,197738,246813,322121,370870,108666,348452,92035,215053,59578,30532,70512,266764,81321,59758,59774,70579,70580,92852,109612,200647,48927,21052,166607,264364,93042,164839,70716,169823,196420,199266,109800,59899,81477,38185,38186,15554,647,59900,38187,21074,21075,21076,109801,38188,81478,70718,81479,387149,197805,199267,49034,473639,274014,161213,318049,38373,49209,15629,357180,428591,393877,21263,200727,234181,145268,200764,180474,82340,94641,328806,82341,137686,182466,137687,345886,95033,61813,415121,97098,199529,198071,200932,1881,180654,195166,196690,264915,198077,546792,16533,260112,198111,98026,248156,443444,219722,200986,51715,41026,248162,98191,200992,84192,234350,240808,370201,241123,201013,41329,252322,498687,387289,74165,170336,41779,17121,52670,52671,32654,285947,74322,74324,288311,74325,85012,221714,250283,431080,489355,74794,339402,397687,379951,360658,268915,545425,201248,419283,164840,75458,554866,265534,160126,199880,353612,76010,252535,248483,288946,55692,426163,77274,44847,87964,77275,156618,419578,34765,182169,477642,162820,397556,391120,405305; 0
270;918138;252535;196336,58989,15153,59000,48162,80579,91373,59022,59023,148,252029,91398,200567,91399,200568,235430,91400,196337,59028,30166,80594,181918,181919,91401,59081,91495,108269,133996,80710,7740,108662,199199,37583,164771,70077,197737,197738,246813,322121,370870,108666,348452,92035,215053,59578,30532,70512,266764,81321,59758,59774,70579,70580,92852,109612,200647,48927,21052,166607,264364,93042,164839,70716,169823,196420,199266,109800,59899,81477,38185,38186,15554,647,59900,38187,21074,21075,21076,109801,38188,81478,70718,81479,387149,197805,199267,49034,473639,274014,161213,318049,38373,49209,15629,357180,428591,393877,21263,200727,234181,145268,200764,180474,82340,94641,328806,82341,137686,182466,137687,345886,95033,61813,415121,97098,199529,198071,200932,1881,180654,195166,196690,264915,198077,546792,16533,260112,198111,98026,248156,443444,219722,200986,51715,41026,248162,98191,200992,84192,234350,240808,370201,241123,201013,41329,252322,498687,387289,74165,170336,41779,17121,52670,52671,32654,285947,74322,74324,288311,74325,85012,221714,250283,431080,489355,74794,339402,397687,379951,360658,268915,545425,201248,419283,164840,75458,554866,265534,160126,199880,353612,76010,252535,248483,288946,55692,426163,77274,44847,87964,77275,156618,419578,34765,182169,477642,162820,397556,391120,405305; 0
271;274;139656;93839,15734,291898,137520,71981,40320,134529,421763,115686,161738,230761,139656,437911,33859,268318,156673,4444,435785,162239,403451; 0
272;275;7468;9,49,37619,8936,72786,2148,84640,33585,175082,47238,36748,7468,3591,5236,79130,180110,36361,58127,19969,200451; 0
273;276;1159;38247,30999,8619,1159,10013,2542,74232,10152,42271,32979,53224,85571,85714,10584,3170,3171,35455; 0
273;49254;1159;38247,30999,8619,1159,10013,2542,74232,10152,42271,32979,53224,85571,85714,10584,3170,3171,35455; 0
273;63077;10584;59954,49062,59956,666,70760,81522,30700,8138,8619,1159,71734,50857,139320,74232,63798,42271,32979,53223,53224,85571,32982,85714,10584,33070,3170,3171,155103,234568,293211,71726,78786,12987,5679,391668,374790,378120,380977,376524,376088,375761,377942,381811; 0
273;459659;1159;59954,49062,59956,666,70760,81522,30700,8138,8619,1159,71734,50857,139320,74232,63798,42271,32979,53223,53224,85571,32982,85714,10584,33070,3170,3171,155103,234568,293211,71726,78786,12987,5679,391668,374790,378120,380977,376524,376088,375761,377942,381811; 0
273;766774;1159;59954,49062,59956,666,70760,81522,30700,8138,8619,1159,71734,50857,139320,74232,63798,42271,32979,53223,53224,85571,32982,85714,10584,33070,3170,3171,155103,234568,293211,71726,78786,12987,5679,391668,374790,378120,380977,376524,376088,375761,377942,381811; 0
275;278;173418;114658,2354,139426,3384,140244,23251,23446,86959,18396,425921,56735,5507,57781,126507,379976,181741,14539,164363,173418,381991; 0
275;49639;381991;114658,2354,139426,3384,140244,23251,23446,86959,18396,425921,56735,5507,57781,126507,379976,181741,14539,164363,173418,381991; 0
275;225619;164363;380431,392904,203290,391004,203297,378694,398066,394098,391410,398242,58038,390339,68847,58040,128704,160841,180094,443660,171327,204810,375722,473188,19767,203303,169452,164363,19730,393965,175681,386738,395786,128715,379558,420716,208926,389716,388869,386192,58075,388382,387508,203301,406898,389409,404830,387671,387910,383420,25206,173418,403365,387773,376707,403895,164362,393338,131205,25210,207857,206301,403482,415920,397598,394323,393673,376608,398401; 0
278;281;86550;30198,69986,49079,70891,8217,60821,97147,12053,75895,86550,3629,55373,36331,128746,6518,6519,36597,47398,14708,14778; 0
278;49442;3629;30198,69986,49079,70891,8217,60821,97147,12053,75895,86550,3629,55373,36331,128746,6518,6519,36597,47398,14708,14778; 0
279;282;388065;59081,9338,40986,2717,10403,32902,27893,10835,3476,43298,35366,392303,35879,35914,13749,36182,21466,168116,376977,388065; 0
279;516334;58377;82667,82671,217353,238378,217354,95199,50237,388761,82677,430768,211086,71953,1331,50254,111901,61776,50919,191814,212499,73304,180726,382785,241124,32256,220272,73649,374706,315242,380772,115377,98692,209409,329808,22872,42605,378760,27814,17450,53415,75096,155149,10662,147606,274256,224583,11419,76498,11592,120955,11605,66056,4118,87471,125469,163790,463768,333211,120977,132807,11611,141013,34103,104310,18177,11646,284278,269535,66555,132879,23878,88113,18522,232657,251199,141722,28720,251266,162212,149613,173073,167848,537315,19399,160735,143855,158924,194559,151460,131019,133516,232943,14232,14231,79807,36621,14290,396974,6674,203349,197580,19981,379974,6727,131297,126406,14234,128905,171499,25551,171501,196201,164497,391358,128910,162638,58377,173632,379928,393097,376971,384921,389597,403299,375879,388065,379370,390698,380744,418504,375765; 0
281;284;19441;30751,8236,81748,163525,11032,11945,34536,23950,34928,89283,5110,35772,79401,46971,151392,5848,57756,5940,19441,25432; 0
